0.000333333 -0.00183111 0.510787 -0 0 1.11129 -0 0 0.02888 -0.0152593 
0.000666666 -0.00762963 0.510057 -0 0 0.111294 -0 0 0.0280214 -0.00762963 
0.000999999 -0.00518815 0.509345 -0 0 0.111294 -0 0 0.0280214 -0.0183111 
0.00133333 0.0204474 0.508649 -0 0 0.111294 -0 0 0.0280214 -0.0152593 
0.00166667 0.446486 0.50797 -0 0 0.111294 -0 0 0.0280214 -0.0305185 
0.002 0.455336 0.507306 -0 0 0.111294 -0 0 0.0280214 -0.0152593 
0.00233333 0.462355 0.506658 -0 0 0.111294 -0 0 0.0280214 -0.021363 
0.00266666 0.468154 0.506026 -0 0 0.111294 -0 0 0.0280214 -0.0167852 
0.003 0.468764 0.50541 -0 0 0.111294 -0 0 0.0280214 -0.00762963 
0.00333333 0.477309 0.504808 -0 0 0.111294 -0 0 0.0280214 -0.0106815 
0.00366666 0.471816 0.504221 -0 0 0.111294 -0 0 0.0280214 -0.00762963 
0.004 0.484024 0.495305 0.000314159 0.942479 1.11129 -0 0 0.0280214 -0.0167852 
0.00433333 0.482803 0.494869 0.000314159 0 0.111294 -0 0 0.0280214 -0.0350963 
0.00466666 0.484024 0.494444 0.000314159 0 0.111294 -0 0 0.0280214 -0.00915555 
0.005 0.479446 0.49403 0.000314159 0 0.111294 -0 0 0.0280214 -0.0228889 
0.00533333 0.474258 0.493628 0.000314159 0 0.111294 -0 0 0.0280214 0.00762963 
0.00566666 0.475173 0.493238 0.000314159 0 0.111294 -0 0 0.0280214 -0.0167852 
0.00599999 0.475478 0.492858 0.000314159 0 0.111294 -0 0 0.0280214 -0.0061037 
0.00633333 0.470901 0.492489 0.000314159 0 0.111294 -0 0 0.0280214 -0.00305185 
0.00666666 0.47792 0.492132 0.000314159 0 0.111294 -0 0 0.0280214 -0.0289926 
0.00699999 0.481277 -0.539975 0.000628319 0.942479 -0.888706 -0 0 0.0280214 -0.0228889 
0.00733333 0.477309 0.499465 0.000628319 0 0.111294 -0 0 0.0280214 -0.0259407 
0.00766666 0.481582 -0.532787 0.000628319 0 -0.888706 -0 0 0.0280214 -0.0061037 
0.00799999 -0.350963 0.506512 0.000628319 0 0.111294 -0 0 0.0280214 -0.0305185 
0.00833332 0.446791 -0.52588 0.000628319 0 -0.888706 -0 0 0.0280214 -0.0427259 
0.00866666 -0.359508 0.513231 0.000942478 0.942479 0.111294 -0 0 0.0280214 -0.019837 
0.00899999 0.418409 -0.519345 0.000942478 0 -0.888706 -0 0 0.0280214 -0.00915555 
0.00933332 -0.3708 0.519637 0.000942478 0 0.111294 -0 0 0.0280214 -0.0061037 
0.00966666 0.394299 -0.513063 0.000942478 0 -0.888706 -0 0 0.0280214 -0.0167852 
0.00999999 -0.377209 0.525796 0.000942478 0 0.111294 -0 0 0.0280214 -0.0259407 
0.0103333 0.39491 -0.507025 0.000942478 0 -0.888706 -0 0 0.0280214 -0.00457778 
0.0106667 -0.374462 0.531665 0.00125664 0.942479 0.111294 -0 0 0.0280214 -0.0259407 
0.011 0.40437 -0.501323 0.00125664 0 -0.888706 -0 0 0.0280214 -0.00915555 
0.0113333 -0.369274 0.537256 0.00125664 0 0.111294 -0 0 0.0280214 0.00305185 
0.0116667 0.412 -0.495839 0.00125664 0 -0.888706 -0 0 0.0280214 -0.0106815 
0.012 -0.384228 0.542634 0.00125664 0 0.111294 -0 0 0.0280214 -0.0259407 
0.0123333 0.415357 -0.490566 0.00125664 0 -0.888706 -0 0 0.0280214 -0.0106815 
0.0126667 -0.376293 0.547753 0.0015708 0.942479 0.111294 -0 0 0.0280214 0.00305185 
0.013 0.408643 -0.485597 0.0015708 0 -0.888706 -0 0 0.0280214 -0.0289926 
0.0133333 -0.360729 0.552626 0.0015708 0 0.111294 -0 0 0.0280214 -0.019837 
0.0136667 0.417798 -0.480818 0.0015708 0 -0.888706 -0 0 0.0280214 -0.00762963 
0.014 -0.333872 0.557314 0.0015708 0 0.111294 -0 0 0.0280214 -0.019837 
0.0143333 0.421155 -0.476219 0.0015708 0 -0.888706 -0 0 0.0280214 -0.0061037 
0.0146667 -0.350352 0.561773 0.00188496 0.942479 0.111294 -0 0 0.0280214 -0.0274667 
0.015 0.428785 0.551518 0.00188496 0 1.11129 -0 0 0.0280214 -0.0183111 
0.0153333 -0.351878 0.54977 0.00188496 0 0.111294 -0 0 0.0280214 -0.0152593 
0.0156667 0.447401 0.539771 0.00188496 0 1.11129 -0 0 0.0280214 -0.0259407 
0.016 0.458083 0.538274 0.00188496 0 0.111294 -0 0 0.0280214 -0.00762963 
0.0163333 0.485244 0.528519 0.00188496 0 1.11129 -0 0 0.0280214 -0.019837 
0.0166667 0.48616 0.527261 0.00188496 0 0.111294 -0 0 0.0280214 -0.0320444 
0.017 0.491653 0.517689 0.00219911 0.942479 1.11129 -0 0 0.0280214 -0.0183111 
0.0173333 0.484939 0.51661 0.00219911 0 0.111294 -0 0 0.0280214 -0.0320444 
0.0176666 0.492264 0.507264 0.00219911 0 1.11129 -0 0 0.0280214 -0.00457778 
0.018 0.489822 0.506407 0.00219911 0 0.111294 -0 0 0.0280214 -0.0228889 
0.0183333 0.498672 0.497279 0.00219911 0 1.11129 -0 0 0.0280214 -0.0274667 
0.0186666 0.486465 0.496582 0.00251327 0.942479 0.111294 -0 0 0.0280214 -0.0183111 
0.019 0.484939 0.487611 0.00251327 0 1.11129 -0 0 0.0280214 -0.0274667 
0.0193333 0.481582 0.48712 0.00251327 0 0.111294 -0 0 0.0280214 -0.0320444 
0.0196666 0.480056 0.486436 0.00251327 0 0.136036 -0 0 0.0280214 -0.019837 
0.02 0.468764 0.485527 0.00282743 0.942479 0.158983 -0 0 0.0280214 -0.00762963 
0.0203333 0.474868 0.48483 0.00282743 0 0.136036 -0 0 0.0280214 -0.0167852 
0.0206666 0.475784 0.484149 0.00282743 0 0.136036 -0 0 0.0280214 -0.0106815 
0.021 0.468154 0.47514 0.00314159 0.942479 1.13604 -0 0 0.0280214 -0.0259407 
0.0213333 0.466323 0.474612 0.00314159 0 0.136036 -0 0 0.0280214 -0.0289926 
0.0216666 0.471816 0.465805 0.00314159 0 1.13604 -0 0 0.0280214 -0.0259407 
0.022 0.471816 0.465422 0.00345575 0.942479 0.136036 -0 0 0.0280214 -0.0335704 
0.0223333 0.466628 0.456757 0.00345575 0 1.13604 -0 0 0.0280214 -0.0289926 
0.0226666 0.446486 0.456565 0.00345575 0 0.136036 -0 0 0.0280214 -0.0152593 
0.023 0.457778 0.448034 0.00376991 0.942479 1.13604 -0 0 0.0280214 -0.0350963 
0.0233333 0.445875 0.447973 0.00376991 0 0.136036 -0 0 0.0280214 -0.00457778 
0.0236666 0.446486 0.447673 0.00376991 0 0.165118 -0 0 0.0280214 -0.0335704 
0.024 0.437635 0.439037 0.00408407 0.942479 1.16512 -0 0 0.0280214 -0.0350963 
0.0243333 0.437025 0.438872 0.00408407 0 0.165118 -0 0 0.0280214 -0.0228889 
